produto;valor_unitario;quantidade;data_venda;codigo_venda;id_loja
Headset;3884.15;8;2024-08-22;VND102313;105
Headset;2748.85;5;2024-12-17;VND102314;103
Webcam;102.0;2;2024-12-02;VND102315;103
Webcam;1227.35;9;2024-05-28;VND102316;103
Monitor;2833.71;10;2024-08-02;VND102317;102
Headset;2054.21;3;2025-01-03;VND102318;101
Teclado;1707.13;6;2024-11-14;VND102319;102
Teclado;1311.22;9;2024-12-18;VND102320;103
Teclado;4215.77;2;2025-03-06;VND102321;104
Mesa Escritório;3400.32;2;2024-09-23;VND102322;104
Pendrive;2192.74;2;2024-08-25;VND102323;103
Cadeira Gamer;3897.35;8;2025-02-14;VND102324;101
Notebook;3464.66;7;2024-08-08;VND102325;103
Mesa Escritório;3152.46;5;2024-07-30;VND102326;102
Mouse;830.93;4;2024-08-08;VND102327;105
Mouse;1203.08;5;2024-05-28;VND102328;104
Teclado;1096.86;9;2024-10-11;VND102329;102
Mouse;3664.39;1;2024-04-29;VND102330;101
Webcam;3993.98;1;2024-07-01;VND102331;102
Cadeira Gamer;2121.0;1;2024-08-21;VND102332;104
Mouse;2779.22;5;2024-06-22;VND102333;102
Notebook;2093.13;5;2024-07-12;VND102334;105
Notebook;3477.28;3;2024-05-08;VND102335;102
Cadeira Gamer;1619.42;9;2025-03-03;VND102336;101
Monitor;691.88;9;2024-08-16;VND102337;103
Teclado;4178.98;9;2024-08-03;VND102338;101
Monitor;3093.36;3;2025-02-21;VND102339;102
Notebook;2615.89;8;2024-07-01;VND102340;104
Monitor;4007.37;8;2024-08-27;VND102341;103
Notebook;2181.13;4;2024-11-06;VND102342;103
Headset;1360.24;2;2024-11-21;VND102343;104
Mouse;3239.89;9;2024-05-10;VND102344;101
Mouse;678.79;8;2024-12-22;VND102345;105
Pendrive;3350.03;2;2024-04-28;VND102346;105
Pendrive;3611.33;10;2024-09-03;VND102347;105
Monitor;3571.33;4;2024-05-17;VND102348;102
Teclado;3887.53;2;2024-09-13;VND102349;101
Pendrive;1136.59;9;2024-11-22;VND102350;101
Impressora;2405.26;1;2025-01-14;VND102351;101
Webcam;376.96;2;2024-07-18;VND102352;105
Pendrive;1141.21;7;2024-09-24;VND102353;101
Mouse;2526.12;10;2024-07-17;VND102354;105
Monitor;3775.56;8;2025-01-06;VND102355;105
Mesa Escritório;4277.39;4;2024-12-30;VND102356;105
Mesa Escritório;2876.28;7;2024-07-10;VND102357;104
Cadeira Gamer;4610.28;8;2024-10-15;VND102358;105
Impressora;1306.9;4;2025-02-08;VND102359;105
Pendrive;1540.44;3;2024-05-04;VND102360;104
Teclado;3965.12;6;2024-06-24;VND102361;105
Impressora;1928.1;8;2024-10-06;VND102362;101
Cadeira Gamer;819.88;3;2024-11-21;VND102363;102
Monitor;2291.52;6;2024-09-22;VND102364;104
Pendrive;3693.7;9;2024-10-16;VND102365;104
Mesa Escritório;3610.0;10;2024-07-22;VND102366;105
Teclado;3364.08;8;2025-01-26;VND102367;104
Impressora;2269.69;2;2025-03-14;VND102368;104
Impressora;4185.45;7;2024-06-20;VND102369;105
Headset;3970.64;8;2025-02-03;VND102370;103
Monitor;889.9;6;2024-11-12;VND102371;103
Notebook;2065.42;8;2024-11-12;VND102372;101
Pendrive;3103.96;7;2024-10-09;VND102373;104
Notebook;1372.01;5;2024-08-22;VND102374;102
Impressora;3405.67;5;2024-05-11;VND102375;101
Cadeira Gamer;2875.25;2;2024-05-25;VND102376;104
Impressora;2648.7;3;2024-11-10;VND102377;103
Mesa Escritório;4911.41;6;2024-11-08;VND102378;105
Monitor;2779.24;10;2024-11-01;VND102379;102
Webcam;3923.67;2;2024-05-12;VND102380;101
Cadeira Gamer;1337.25;4;2024-03-31;VND102381;101
Pendrive;1651.33;7;2025-01-20;VND102382;104
Impressora;3473.13;3;2024-10-03;VND102383;105
Monitor;3568.45;10;2024-07-17;VND102384;105
Mesa Escritório;4853.61;5;2024-06-13;VND102385;105
Impressora;3686.54;2;2024-05-31;VND102386;104
Pendrive;1690.82;10;2025-03-04;VND102387;101
Webcam;1185.14;6;2025-02-24;VND102388;105
Notebook;3756.92;5;2024-09-30;VND102389;102
Pendrive;3840.85;9;2024-03-23;VND102390;102
Headset;948.71;8;2024-05-20;VND102391;102
Headset;4404.82;1;2025-02-22;VND102392;101
Teclado;240.03;3;2025-01-02;VND102393;102
Headset;1140.05;9;2024-10-14;VND102394;102
Pendrive;2253.59;1;2024-05-29;VND102395;104
Monitor;2733.11;8;2024-09-10;VND102396;101
Mesa Escritório;1259.65;8;2024-07-16;VND102397;102
Pendrive;4457.9;1;2025-01-18;VND102398;102
Webcam;3720.69;10;2024-03-27;VND102399;102
Mesa Escritório;2331.28;4;2024-05-27;VND102400;101
Mouse;2193.04;7;2024-09-04;VND102401;104
Mesa Escritório;2444.5;7;2025-01-11;VND102402;104
Mouse;2053.77;9;2024-05-03;VND102403;103
Cadeira Gamer;2637.63;3;2024-09-06;VND102404;103
Mouse;4895.87;9;2024-06-17;VND102405;102
Notebook;4174.41;7;2024-10-07;VND102406;105
Notebook;3848.12;4;2024-12-16;VND102407;101
Mouse;2309.71;3;2025-02-24;VND102408;101
Monitor;1822.1;8;2024-11-06;VND102409;101
Teclado;254.79;7;2024-10-12;VND102410;104
Cadeira Gamer;2095.94;10;2024-06-27;VND102411;101
Monitor;1860.24;1;2024-12-17;VND102412;105
Notebook;546.98;4;2024-08-02;VND102413;105
Headset;3968.95;4;2024-10-30;VND102414;103
Teclado;491.14;5;2024-09-28;VND102415;105
Mesa Escritório;3237.75;3;2024-06-15;VND102416;101
Impressora;2517.12;1;2024-09-08;VND102417;102
Monitor;397.83;5;2024-05-04;VND102418;103
Webcam;2802.73;5;2025-03-15;VND102419;103
Pendrive;1161.48;2;2024-11-12;VND102420;105
Monitor;107.99;3;2025-02-12;VND102421;104
Webcam;1468.63;6;2024-11-22;VND102422;105
Notebook;1452.98;1;2024-11-18;VND102423;101
Teclado;4700.21;6;2025-03-14;VND102424;105
Monitor;3193.35;5;2024-10-29;VND102425;103
Mouse;4441.91;8;2024-12-16;VND102426;102
Impressora;1801.14;7;2024-04-26;VND102427;101
Headset;1967.94;5;2024-04-09;VND102428;103
Impressora;3039.13;10;2025-03-05;VND102429;101
Cadeira Gamer;517.83;9;2024-05-30;VND102430;105
Headset;1363.97;4;2025-02-05;VND102431;104
Headset;3704.38;9;2024-12-12;VND102432;101
Pendrive;4924.95;10;2024-10-03;VND102433;101
Monitor;1241.53;5;2024-11-17;VND102434;105
Teclado;1989.46;2;2025-02-17;VND102435;101
Monitor;4065.34;6;2024-10-01;VND102436;105
Monitor;3122.54;9;2024-07-16;VND102437;103
Monitor;1945.4;2;2024-08-19;VND102438;101
Pendrive;1134.53;4;2024-11-30;VND102439;103
Notebook;3907.04;6;2025-01-04;VND102440;104
Mouse;4409.78;8;2024-12-23;VND102441;102
Teclado;379.84;2;2024-09-10;VND102442;104
Headset;4140.95;3;2024-12-27;VND102443;104
Cadeira Gamer;1575.23;5;2024-11-15;VND102444;103
Teclado;327.65;10;2024-08-14;VND102445;105
Cadeira Gamer;2984.39;6;2024-05-03;VND102446;104
Mouse;3087.95;10;2024-07-18;VND102447;103
Pendrive;1051.95;3;2024-10-08;VND102448;104
Teclado;2806.85;5;2024-06-23;VND102449;101
Pendrive;4063.54;7;2024-05-08;VND102450;102
Impressora;3335.68;9;2025-01-18;VND102451;103
Monitor;291.32;8;2024-04-27;VND102452;104
Mesa Escritório;3661.68;6;2024-10-02;VND102453;104
Pendrive;3409.59;6;2024-12-26;VND102454;104
Webcam;4237.36;1;2024-11-19;VND102455;101
Monitor;432.72;7;2024-12-01;VND102456;102
Notebook;4488.71;5;2024-12-11;VND102457;101
Pendrive;2862.55;5;2024-12-27;VND102458;101
Teclado;1229.8;6;2024-11-09;VND102459;101
Mouse;1673.11;2;2024-09-23;VND102460;103
Webcam;1602.33;9;2024-05-29;VND102461;102
Headset;1142.68;10;2025-02-05;VND102462;101
Headset;4998.43;5;2024-07-22;VND102463;102
Teclado;3907.51;10;2025-01-14;VND102464;104
Impressora;1990.59;2;2024-08-28;VND102465;102
Mouse;1275.61;3;2024-04-23;VND102466;101
Mesa Escritório;1650.44;8;2024-10-26;VND102467;102
Impressora;2738.2;4;2025-01-05;VND102468;105
Notebook;3101.17;3;2024-08-24;VND102469;102
Notebook;3991.18;8;2025-01-17;VND102470;103
Pendrive;4536.56;5;2025-02-03;VND102471;102
Mouse;4042.45;2;2024-07-12;VND102472;103
Webcam;3467.44;2;2024-11-21;VND102473;101
Teclado;4668.94;5;2024-05-12;VND102474;102
Impressora;2973.46;6;2024-12-14;VND102475;102
Cadeira Gamer;3056.79;1;2024-09-07;VND102476;105
Mouse;891.46;6;2024-06-15;VND102477;101
Impressora;887.81;8;2025-03-15;VND102478;102
Monitor;441.61;1;2024-05-08;VND102479;101
Monitor;3709.55;2;2024-04-27;VND102480;101
Headset;4432.63;3;2024-09-26;VND102481;101
Notebook;2561.82;6;2025-01-27;VND102482;101
Mouse;3248.9;1;2025-01-13;VND102483;102
Mouse;2060.56;7;2024-11-12;VND102484;102
Notebook;918.27;7;2024-08-17;VND102485;104
Impressora;3051.74;8;2024-11-09;VND102486;101
Teclado;3789.16;5;2024-08-14;VND102487;105
Cadeira Gamer;4858.55;4;2024-06-07;VND102488;104
Cadeira Gamer;716.47;9;2024-12-23;VND102489;104
Teclado;3028.11;8;2024-04-27;VND102490;104
Notebook;1212.39;9;2025-01-19;VND102491;104
Mouse;4704.46;5;2024-07-11;VND102492;105
Mouse;3622.86;6;2025-03-03;VND102493;102
Headset;3021.02;5;2024-05-03;VND102494;103
Mouse;2038.46;2;2024-05-29;VND102495;103
Cadeira Gamer;3053.65;10;2024-06-13;VND102496;104
Teclado;447.19;1;2025-01-28;VND102497;102
Mouse;2179.59;8;2025-02-04;VND102498;101
Headset;1872.06;9;2025-01-15;VND102499;102
Mouse;2479.16;4;2024-05-28;VND102500;105
Pendrive;360.48;5;2024-08-07;VND102501;103
Webcam;302.36;6;2024-05-20;VND102502;105
Impressora;2221.7;7;2024-05-01;VND102503;101
Headset;4850.75;7;2024-05-16;VND102504;104
Teclado;4220.98;5;2024-12-10;VND102505;103
Headset;4928.68;2;2024-06-18;VND102506;105
Headset;4196.81;7;2024-05-21;VND102507;101
Mouse;1202.75;10;2024-07-03;VND102508;105
Monitor;4621.35;2;2024-09-14;VND102509;104
Teclado;2381.18;7;2024-09-15;VND102510;103
Cadeira Gamer;472.83;1;2024-08-31;VND102511;102
Notebook;4778.62;4;2024-07-19;VND102512;102
Mesa Escritório;2645.08;1;2024-04-16;VND102513;102
Notebook;629.83;4;2024-12-10;VND102514;104
Mouse;3040.62;4;2024-11-30;VND102515;102
Impressora;1522.84;10;2024-12-12;VND102516;103
Webcam;4309.75;9;2024-04-23;VND102517;102
Cadeira Gamer;460.5;5;2024-06-03;VND102518;101
Impressora;2754.32;1;2024-09-28;VND102519;104
Headset;4019.11;1;2024-04-01;VND102520;105
Headset;2037.54;6;2024-04-16;VND102521;105
Cadeira Gamer;1797.42;2;2024-07-26;VND102522;101
Notebook;2607.18;1;2024-12-30;VND102523;104
Mouse;449.38;7;2025-01-25;VND102524;104
Monitor;3502.81;1;2024-05-10;VND102525;104
Teclado;4809.55;8;2024-04-12;VND102526;102
Notebook;4575.67;6;2024-07-28;VND102527;101
Notebook;3780.5;6;2024-03-26;VND102528;103
Cadeira Gamer;1579.52;8;2024-04-15;VND102529;103
Notebook;543.58;7;2024-06-01;VND102530;101
Monitor;3861.2;5;2025-02-20;VND102531;103
Mesa Escritório;1929.69;4;2024-04-27;VND102532;102
Webcam;2718.04;3;2024-11-17;VND102533;103
Webcam;2362.85;6;2025-03-05;VND102534;101
Cadeira Gamer;110.5;7;2025-03-01;VND102535;103
Cadeira Gamer;1920.25;2;2024-04-12;VND102536;103
Headset;2381.79;1;2024-10-08;VND102537;102
Cadeira Gamer;585.18;8;2025-01-06;VND102538;103
Mesa Escritório;4013.81;6;2024-10-21;VND102539;102
Pendrive;72.42;8;2024-06-07;VND102540;105
Headset;1608.84;8;2024-03-16;VND102541;102
Notebook;2797.26;7;2024-12-04;VND102542;102
Pendrive;294.26;1;2024-06-06;VND102543;102
Mouse;90.09;2;2024-11-10;VND102544;105
Pendrive;1935.42;5;2025-01-01;VND102545;102
Webcam;1690.25;3;2024-11-14;VND102546;103
Mouse;3634.78;1;2024-04-10;VND102547;104
Monitor;2862.82;1;2024-06-30;VND102548;103
Monitor;4129.19;5;2024-04-02;VND102549;105
Mesa Escritório;1018.85;6;2024-03-21;VND102550;102
Webcam;196.25;9;2024-05-30;VND102551;104
Headset;4044.71;7;2024-04-29;VND102552;104
Teclado;4632.81;7;2025-01-21;VND102553;101
Webcam;3974.76;2;2024-12-01;VND102554;105
Headset;2092.41;7;2025-03-01;VND102555;102
Mouse;3920.62;3;2024-04-22;VND102556;102
Notebook;1503.57;7;2025-03-12;VND102557;104
Mouse;1036.07;6;2025-03-08;VND102558;104
Monitor;544.08;1;2025-02-13;VND102559;104
Notebook;2845.78;6;2025-02-05;VND102560;104
Webcam;1924.71;3;2024-11-02;VND102561;102
Impressora;298.64;8;2024-12-07;VND102562;104
Notebook;4750.39;5;2025-03-11;VND102563;103
Pendrive;4556.11;9;2024-11-22;VND102564;103
Cadeira Gamer;811.86;3;2024-11-13;VND102565;105
Mouse;3720.55;4;2025-03-09;VND102566;105
Teclado;1336.25;4;2024-10-11;VND102567;104
Cadeira Gamer;4137.5;8;2025-02-27;VND102568;105
Impressora;3523.7;4;2025-02-27;VND102569;101
Monitor;635.39;5;2024-11-16;VND102570;105
Headset;4925.42;6;2024-05-04;VND102571;103
Headset;2584.3;5;2024-12-30;VND102572;104
Teclado;3237.13;10;2024-05-25;VND102573;105
Teclado;1589.87;4;2024-12-12;VND102574;104
Impressora;264.67;9;2024-07-02;VND102575;101
Webcam;2982.86;6;2024-06-16;VND102576;101
Headset;202.98;8;2025-01-22;VND102577;101
Teclado;4027.5;1;2024-09-13;VND102578;105
Impressora;2373.76;5;2024-06-25;VND102579;103
Pendrive;1907.01;6;2024-05-08;VND102580;103
Pendrive;4050.73;3;2024-05-11;VND102581;103
Notebook;288.16;4;2024-10-11;VND102582;105
Headset;266.07;5;2024-11-14;VND102583;104
Pendrive;2721.02;10;2024-05-04;VND102584;103
Monitor;611.03;9;2024-04-25;VND102585;101
Monitor;4277.06;4;2024-09-12;VND102586;104
Pendrive;4976.6;6;2024-06-09;VND102587;101
Headset;3005.08;5;2024-08-06;VND102588;105
Webcam;3377.69;1;2024-06-01;VND102589;104
Webcam;2543.46;5;2024-12-27;VND102590;101
Cadeira Gamer;3035.59;8;2024-10-11;VND102591;103
Mouse;2582.56;9;2025-03-02;VND102592;105
Webcam;3882.28;9;2024-07-16;VND102593;103
Notebook;2679.06;1;2025-02-15;VND102594;104
Teclado;2628.71;6;2024-04-10;VND102595;104
Monitor;1345.11;5;2024-08-18;VND102596;104
Cadeira Gamer;3267.73;2;2024-09-30;VND102597;101
Cadeira Gamer;3661.51;2;2024-07-11;VND102598;103
Mesa Escritório;308.61;2;2024-05-01;VND102599;102
Impressora;4266.19;8;2024-03-23;VND102600;105
Monitor;619.69;2;2024-09-18;VND102601;101
Mouse;1778.86;4;2025-01-30;VND102602;102
Cadeira Gamer;3648.03;4;2025-02-13;VND102603;104
Headset;2480.78;5;2024-12-22;VND102604;101
Notebook;4022.35;2;2024-11-28;VND102605;104
Headset;2301.39;5;2025-01-16;VND102606;104
Mouse;4762.12;7;2024-11-07;VND102607;105
Pendrive;4745.6;5;2024-12-02;VND102608;103
Mesa Escritório;1457.46;10;2024-07-19;VND102609;104
Webcam;3410.38;7;2024-10-25;VND102610;103
Impressora;4150.35;5;2024-08-03;VND102611;105
Impressora;295.56;4;2024-11-26;VND102612;103
Mesa Escritório;673.23;9;2024-12-01;VND102613;101
Impressora;4766.83;10;2024-04-17;VND102614;105
Monitor;2293.41;5;2024-04-29;VND102615;105
Mouse;168.78;10;2024-05-11;VND102616;103
Webcam;4860.91;8;2024-12-24;VND102617;105
Teclado;3681.45;7;2024-09-16;VND102618;102
Monitor;2781.24;10;2024-07-18;VND102619;101
Webcam;462.24;10;2024-12-25;VND102620;103
Monitor;4626.26;2;2024-06-01;VND102621;104
Pendrive;347.03;3;2024-09-12;VND102622;101
Mouse;2539.61;9;2024-04-30;VND102623;103
Pendrive;1962.58;5;2024-08-21;VND102624;101
Headset;2611.55;3;2025-03-10;VND102625;101
Mouse;2916.26;3;2024-11-27;VND102626;101
Cadeira Gamer;2395.84;3;2024-08-28;VND102627;102
Webcam;3716.84;7;2025-01-29;VND102628;103
Impressora;443.38;4;2024-06-21;VND102629;104
Headset;1966.39;7;2024-04-12;VND102630;105
Teclado;1731.32;3;2024-10-26;VND102631;102
Pendrive;4571.91;10;2024-09-13;VND102632;102
Cadeira Gamer;3972.93;7;2024-03-21;VND102633;105
Notebook;4212.86;5;2024-10-02;VND102634;103
Webcam;2455.8;4;2024-07-13;VND102635;103
Headset;1248.14;10;2024-06-08;VND102636;101
Monitor;1933.5;8;2024-11-12;VND102637;105
Pendrive;4313.59;10;2024-08-16;VND102638;101
Monitor;3993.39;10;2024-12-02;VND102639;103
Notebook;3884.65;2;2024-11-07;VND102640;104
Mouse;3192.76;1;2025-03-02;VND102641;102
Cadeira Gamer;2159.53;6;2025-01-14;VND102642;105
Cadeira Gamer;2158.72;7;2024-11-12;VND102643;105
Mouse;1490.05;5;2024-11-21;VND102644;103
Monitor;1536.32;10;2024-09-24;VND102645;105
Mesa Escritório;1742.26;8;2024-12-05;VND102646;103
Mouse;4884.84;8;2024-11-15;VND102647;102
Mouse;2585.11;2;2025-02-13;VND102648;105
Pendrive;3971.07;1;2024-06-01;VND102649;105
Notebook;3352.96;6;2024-07-14;VND102650;104
Notebook;2332.34;5;2024-09-12;VND102651;101
Mouse;292.03;1;2025-02-15;VND102652;105
Cadeira Gamer;1585.73;9;2024-06-11;VND102653;105
Webcam;4874.65;6;2024-08-15;VND102654;102
Notebook;1518.16;8;2024-12-12;VND102655;102
Headset;3912.05;6;2024-06-28;VND102656;105
Mesa Escritório;688.63;8;2024-05-07;VND102657;105
Mesa Escritório;3030.72;8;2024-09-23;VND102658;105
Cadeira Gamer;2921.85;1;2025-02-13;VND102659;104
Impressora;800.25;5;2024-09-29;VND102660;104
Headset;2001.91;5;2024-08-18;VND102661;103
Teclado;329.39;9;2024-05-07;VND102662;101
Webcam;1972.44;5;2024-12-17;VND102663;102
Teclado;2010.51;2;2024-06-03;VND102664;104
Teclado;4582.45;10;2024-09-09;VND102665;101
Pendrive;4218.61;8;2024-11-21;VND102666;105
Headset;227.16;2;2024-11-23;VND102667;104
Webcam;74.18;1;2025-01-08;VND102668;103
Pendrive;2573.87;9;2025-03-01;VND102669;104
Cadeira Gamer;3434.64;9;2024-11-13;VND102670;101
Notebook;2318.95;7;2024-07-19;VND102671;103
Teclado;4756.64;7;2025-01-12;VND102672;101
Monitor;605.49;8;2025-03-16;VND102673;103
Notebook;2066.74;3;2024-04-05;VND102674;103
Headset;4069.87;9;2024-09-16;VND102675;104
Mesa Escritório;3038.27;6;2024-08-07;VND102676;105
Pendrive;4231.03;7;2024-12-05;VND102677;102
Notebook;527.81;4;2024-06-26;VND102678;102
Webcam;1725.22;2;2024-06-20;VND102679;103
Pendrive;1232.51;9;2024-09-16;VND102680;103
Notebook;1545.19;6;2025-03-02;VND102681;101
Webcam;1476.33;8;2024-08-08;VND102682;103
Mouse;2578.06;1;2024-07-27;VND102683;101
Mesa Escritório;1255.61;3;2024-05-02;VND102684;103
Notebook;424.08;5;2025-02-21;VND102685;104
Headset;895.58;4;2024-03-20;VND102686;103
Webcam;2202.77;6;2025-01-20;VND102687;105
Webcam;3393.32;2;2024-06-23;VND102688;103
Mouse;1051.11;4;2024-10-25;VND102689;101
Pendrive;4293.0;5;2024-10-31;VND102690;102
Mouse;2251.45;5;2024-05-26;VND102691;101
Notebook;3095.53;8;2024-07-08;VND102692;102
Cadeira Gamer;1054.69;2;2024-12-19;VND102693;105
Monitor;4283.17;6;2025-03-01;VND102694;105
Monitor;4618.92;10;2024-09-20;VND102695;105
Teclado;4136.14;1;2025-02-21;VND102696;103
Headset;4398.03;5;2024-09-05;VND102697;103
Headset;1723.26;4;2024-11-25;VND102698;101
Impressora;299.01;1;2025-03-04;VND102699;104
Teclado;553.96;8;2024-07-31;VND102700;101
Mouse;3486.78;3;2024-09-22;VND102701;104
Headset;970.63;8;2024-05-12;VND102702;104
Notebook;1238.15;8;2025-01-02;VND102703;102
Mouse;3768.29;4;2024-12-15;VND102704;102
Headset;4622.97;4;2024-07-16;VND102705;102
Webcam;3633.99;7;2024-12-29;VND102706;103
Cadeira Gamer;3307.84;4;2024-12-17;VND102707;101
Notebook;510.94;2;2025-03-02;VND102708;103
Teclado;4087.43;10;2024-11-27;VND102709;103
Notebook;1932.61;3;2024-05-15;VND102710;104
Pendrive;4912.77;3;2024-12-21;VND102711;105
Mesa Escritório;2959.19;1;2024-12-07;VND102712;102
Impressora;3558.21;1;2025-01-27;VND102713;103
Mouse;1116.0;5;2024-04-21;VND102714;101
Webcam;55.49;9;2025-01-02;VND102715;102
Teclado;4243.82;3;2024-08-14;VND102716;104
Notebook;4487.15;4;2024-04-04;VND102717;105
Webcam;4087.1;9;2025-01-03;VND102718;102
Headset;2410.16;3;2024-08-15;VND102719;104
Notebook;4499.24;8;2024-12-01;VND102720;104
Pendrive;3582.75;1;2024-11-30;VND102721;104
Impressora;2595.84;8;2025-01-29;VND102722;103
Headset;3162.2;10;2024-11-07;VND102723;105
Webcam;989.29;1;2025-03-14;VND102724;102
Mouse;3984.67;2;2024-04-19;VND102725;102
Mesa Escritório;2342.65;4;2024-12-16;VND102726;101
Headset;136.1;1;2024-11-07;VND102727;101
Impressora;4123.35;3;2025-02-26;VND102728;103
Webcam;2393.33;8;2024-12-15;VND102729;101
Headset;1095.04;8;2024-09-29;VND102730;101
Impressora;1899.29;4;2024-06-14;VND102731;102
Monitor;3659.34;3;2024-11-20;VND102732;104
Monitor;764.11;5;2024-03-30;VND102733;103
Webcam;1252.34;4;2024-12-08;VND102734;104
Notebook;2243.82;6;2025-02-17;VND102735;102
Impressora;2559.54;7;2025-03-11;VND102736;101
Mesa Escritório;2751.8;10;2025-02-16;VND102737;103
Cadeira Gamer;3864.82;3;2024-04-29;VND102738;102
Pendrive;3228.34;4;2024-07-26;VND102739;101
Pendrive;3807.22;6;2024-11-07;VND102740;105
Mouse;1720.09;1;2024-08-05;VND102741;104
Impressora;663.26;5;2025-02-20;VND102742;105
Cadeira Gamer;1094.06;7;2024-10-03;VND102743;101
Teclado;2235.73;3;2024-10-02;VND102744;105
Mouse;231.95;1;2024-12-20;VND102745;103
Impressora;2699.53;8;2025-02-11;VND102746;101
Webcam;574.47;3;2025-02-11;VND102747;102
Webcam;3732.14;7;2024-11-07;VND102748;103
Headset;2101.47;6;2025-01-15;VND102749;102
Mesa Escritório;1395.19;8;2024-10-10;VND102750;105
Impressora;4265.34;10;2024-03-22;VND102751;103
Monitor;4498.95;8;2025-01-15;VND102752;101
Webcam;3612.97;9;2025-02-24;VND102753;105
Monitor;4588.2;7;2024-10-20;VND102754;104
Impressora;2700.56;2;2024-07-11;VND102755;105
Webcam;226.78;7;2024-08-08;VND102756;102
Webcam;4908.43;7;2024-12-25;VND102757;102
Monitor;4525.62;9;2024-08-08;VND102758;102
Impressora;551.04;10;2024-06-20;VND102759;104
Headset;1099.56;5;2024-10-08;VND102760;103
Mesa Escritório;4887.56;4;2025-03-14;VND102761;103
Impressora;1775.18;9;2024-08-11;VND102762;101
Headset;1786.96;3;2024-12-15;VND102763;101
Impressora;3304.04;6;2025-03-15;VND102764;103
Impressora;4544.35;9;2024-04-09;VND102765;105
Teclado;2699.0;8;2024-03-31;VND102766;101
Mouse;3422.33;9;2024-06-23;VND102767;105
Notebook;4516.21;5;2025-02-14;VND102768;105
Impressora;3286.97;8;2025-03-15;VND102769;102
Headset;2778.57;10;2024-03-22;VND102770;104
Webcam;157.24;2;2024-09-27;VND102771;101
Headset;4846.71;4;2024-07-17;VND102772;103
Headset;2508.26;6;2024-10-22;VND102773;102
Pendrive;2273.65;9;2024-10-21;VND102774;105
Teclado;2512.01;4;2024-10-21;VND102775;102
Notebook;1725.7;1;2024-10-07;VND102776;101
Headset;1000.92;5;2024-10-05;VND102777;102
Monitor;3244.02;10;2024-09-24;VND102778;101
Notebook;4720.72;6;2024-06-18;VND102779;105
Mouse;1023.38;10;2025-03-02;VND102780;104
Cadeira Gamer;2373.61;7;2024-05-15;VND102781;103
Cadeira Gamer;3790.57;7;2025-01-27;VND102782;103
Cadeira Gamer;1997.12;3;2024-05-15;VND102783;102
Mouse;2541.22;3;2024-09-03;VND102784;102
Teclado;3275.44;4;2024-12-01;VND102785;105
Cadeira Gamer;3361.2;8;2024-12-30;VND102786;103
Pendrive;4265.39;2;2024-06-03;VND102787;102
Cadeira Gamer;127.35;2;2024-11-10;VND102788;104
Webcam;3369.05;7;2024-03-29;VND102789;104
Cadeira Gamer;4136.83;10;2024-09-18;VND102790;101
Cadeira Gamer;4502.27;3;2024-07-25;VND102791;103
Mesa Escritório;575.08;10;2024-11-01;VND102792;103
Impressora;1611.76;9;2025-03-12;VND102793;102
Impressora;3918.13;3;2024-12-14;VND102794;101
Headset;2156.68;3;2024-05-04;VND102795;103
Notebook;3286.27;6;2024-07-16;VND102796;103
Headset;1023.38;3;2024-11-08;VND102797;102
Headset;4877.02;7;2024-04-24;VND102798;105
Mouse;2822.52;4;2024-12-29;VND102799;101
Cadeira Gamer;944.59;8;2024-08-13;VND102800;104
Webcam;3273.95;3;2024-11-04;VND102801;105
Webcam;2008.4;8;2025-02-07;VND102802;101
Headset;4748.12;10;2025-01-25;VND102803;104
Mouse;2854.17;7;2025-01-14;VND102804;101
Teclado;2620.85;6;2024-04-14;VND102805;101
Mouse;1704.54;5;2025-01-12;VND102806;103
Mesa Escritório;481.36;10;2024-05-16;VND102807;101
Headset;2169.15;9;2024-07-17;VND102808;101
Cadeira Gamer;3318.64;6;2024-12-27;VND102809;104
Headset;2913.35;2;2025-03-03;VND102810;104
Impressora;4825.42;9;2025-01-08;VND102811;101
Mouse;816.65;9;2024-11-10;VND102812;103
Impressora;2467.97;6;2024-07-19;VND102813;101
Mouse;454.53;3;2025-01-17;VND102814;102
Webcam;2076.04;3;2024-11-07;VND102815;101
Cadeira Gamer;4858.3;4;2024-04-30;VND102816;101
Monitor;637.87;9;2024-06-28;VND102817;105
Impressora;4376.39;4;2024-12-11;VND102818;102
Headset;4915.49;5;2024-05-04;VND102819;101
Webcam;2222.84;4;2024-05-25;VND102820;105
Mesa Escritório;1268.31;6;2024-11-26;VND102821;102
Headset;2272.59;1;2024-09-26;VND102822;105
Mouse;1728.1;5;2025-03-06;VND102823;101
Teclado;4302.06;8;2024-06-16;VND102824;103
Headset;3723.09;8;2024-08-01;VND102825;102
Webcam;596.71;6;2024-09-11;VND102826;104
Notebook;3422.53;9;2024-12-25;VND102827;104
Mouse;2221.22;2;2024-07-13;VND102828;102
Headset;3770.36;8;2024-11-30;VND102829;105
Teclado;4798.76;6;2025-01-28;VND102830;101
Webcam;2928.26;1;2024-04-14;VND102831;105
Impressora;573.5;8;2025-02-11;VND102832;101
Cadeira Gamer;97.27;3;2024-10-08;VND102833;101
Notebook;3589.81;2;2024-03-21;VND102834;104
Mesa Escritório;3787.02;4;2024-08-19;VND102835;102
Headset;1924.22;4;2024-12-19;VND102836;105
Mouse;1377.55;9;2024-04-30;VND102837;102
Impressora;669.7;5;2024-09-22;VND102838;101
